Value;tweet
Positif;Sudah download Aplikasi @PLindungi dan sudah dapat balasan, Tinggal nata baju dan make up untuk persiapan rias pengantin dibeberapa tempat dan ada yang luar kota, Ntar Sueb juga to?. Okelah negara melindungi warganya namun selama pandemi Covid-19 berapa duit hasil Sueb masuk?  https://t.co/zbgOnijMrC
Positif;Nah, kalau di Indonesia kan dengan aplikasi peduli lindungi ya, jadi saat ke Bali harus di buka deh aplikasinya. #wisatajagaprokes  https://t.co/VNCmB2KSmI
Positif;Setelah vaksin terus coba install aplikasi peduli lindungi.  kesan: aplikasi peduli lindungi lebih serem daripada vaksin :)   solusi: uninstall aplikasi, lebih aman akses lewat web
Positif;Nyaman aja kalau udah pasang aplikasi Pedulilindungi, kit  bisa cek zona aman atau zona hijau sebelum pergi jalan-jalan. Bisa lebih berhati-hati kalau ke zona yang butuh waspada. Bersyukur banget pariwisata bangkit lagi.  #wisatajagaprokes
Positif;Pengguna aplikasi Pedulilindungi,  bisa melihat dimana zona yang aman dan yang membutuhkan kehati-hatian. ???????????? #wisatajagaprokes
Positif;Aplikasi Shopee, Grab dan Gojek bisa akses PeduliLindungi nih Rekan Buana! bener-bener praktis dan hemat memory yaa???? #InfoTek
Positif;Akhirnya aplikasi peduli lindungi aku udah ijo ???
Positif;Jadi gak waswas setelah install aplikasi PeduliLindungi. Alhamdulilah udah vaksin sampai dosis ke kedua. Ke destinasi wisata manapun, termasuk ke Bali jadi merasa lega. Jaga prokes juga jangan kasih kendor. Pariwisata bangkit lagi, yuk kita support!  #wisatajagaprokes
Positif;Wajib punya aplikasi PeduliLindungi karena kita  bisa melihat dimana zona yang aman dan yang membutuhkan kehati-hatian. Tapi walau ada dizona aman, tetep harus taat prokes ya Tweeps. #wisatajagaprokes
Positif;@SouthQu47840864 Iya sekarang aplikasi Peduli Lindungi berguna banget untuk kemana aja. Boleh wisata asal tetap jaga prokes ya. #wisatajagaprokes
Positif;Tadi sempet nyinggung aplikasi PeduliLindungi, kalian udah pada punya belum? Aplikasi ini skrg penting bgt lho karena data kita mengenai vaksin dan untuk check in saat masuk tempat jg pakai aplikasi ini. Yuk Download! Semoga pariwisata bangkit lagi. #wisatajagaprokes.
Positif;Selain protokol kesehatan dan standarisasi CHSE, aplikasi PeduliLindungi wajib juga ya Tweeps. Udah pada download kan aplikasi PeduliLindungi? #wisatajagaprokes
Positif;Penggunaan aplikasi PeduliLindungi nih untuk melihat zona-zona aman dimana aja tuh. So, tingkat Kehati-hatian para pengguna juga bisa dilakukan dengan baik. Jadi kan kalau begini pariwisata bangkit lagi dengan banyaknya para wisatawan yang datang. #wisatajagaprokes
Positif;Selain protokol kesehatan ketat, standarisasi CHSE, hotel karantina, daerah kunjungan turis zona aman hingga tingkat vaksinasi, ada hal penting lainnya yaitu penerapan aplikasi PeduliLindungi di lokasi wisata #wisatajagaprokes
Positif;Hayoo, udah pada install aplikasi Pedulilindungi di smartphone apa belum nih?  Jangan sampai nggak install yaa.   Masa mesti dikasih tutorial install-nya dulu nih? ????#wisatajagaprokes
Positif;Mengapa harus pakai aplikasi PeduliLindungi? Karena akan lebih mudah untuk melihat dimana saja zona aman dan memberitahukan kewaspadaan saat berkunjung #wisatajagaprokes
Positif;Oh iya selain sertifikat CHSE, penggunaan aplikasi PeduliLindungi juga penting lhooo dan diwajibkan saat berwisata #wisatajagaprokes
Positif;Lewat aplikasi PeduliLindungi, kita bisa mengecek zona yang aman dan zona mana yang perlu dihindari atau berhati-hati   #wisatajagaprokes
Positif;@somuchyoun @toomuchbiaas bisa sih kayanya, coba cek aja dulu bagian pedulilindungi di appsnya, aku juga belum pernah soalnya
Positif;Selain sertifikat CHSE dan protokol kesehatan, penggunaan aplikasi PeduliLindungi di lokasi wisata juga diwajibkan #wisatajagaprokes
Positif;Ada lagi nih tweeb yang harus diingat dan dilaksanakan Selain protokol kesehatan dan standarisasi CHSE, penggunaan aplikasi PeduliLindungi di lokasi wisata juga diwajibkan. Maklum deh pariwisata bangkit lagi, jadi segera donlot ya, penting banget ini.  #wisatajagaprokes
Positif;jangankan ke Bali, masuk mall aja sekarang harus pakai PeduliLindungi loh, tentunya dengan tetap menerapkan prokes ya dolaners #wisatajagaprokes
Positif;Kita juga gak perlu khawatir lagi walaupun pariwisata di Bali saat ini sudah dibuka protokol kesehatan ketat juga masih harus tetap dilakukan .. Terutama cek vaksin juga di aplikasi peduli lindungi  #wisatajagaprokes          pariwisata bangkit lagi
Positif;contoh saja. minggu lalu pas suami anter anakku yang sulung ambil barang-barang di kost-kostannya di Bandung. Mereka masing-masing dah punya aplikasi PeduliLindungi. Jaga-jaga kalau keluar kota karena harus menunjukkan sertifikat vaksinnya lewat aplikasi itu. #wisatajagaprokes
Positif;Sebuah berita membahagiakan sebagai hadiah untuk kita semua yg taat vaksin dan sudah download aplikasi peduli lindungi. Siapa yg kangen ke Bali? Pembukaan sektor #wisatajagaprokes khususnya di pulau Bali agar bisa untuk memulihkan sektor sosial dan ekonomi.
Positif;karena pariwisata bangkit lagi dan udah banyak tempat wisata yang dibuka, pastikan dolaners kalau berwisata memilih tempat #wisatajagaprokes terus pastikan juga sudah menginstal aplikasi PeduliLindungi. Saat ini aplikasi ini wajib ada di smartphone kita...
Positif;@kebijian Soalnya temen gue dlu juga gitu. Berapa kali cek di peduli lindungi ga muncul terus
Positif;Aplikasi PeduliLindungi bisa membantu kita utk memantau dimana zona aman dan mana yg butuh kehati-hatian. Aku sih udah unduh lama aplikasi ini. #wisatajagaprokes
Positif;@Adr14ntie Siapa y yg punya apl peduli lindungi. Kalo punya Kemen, kira2 ada pemasukan ke negara ga ya ? Ijin nanya ... dan mhn pencerahannya !
Positif;Dalam aplikasi PeduliLindungi ini juga kita bisa ngecek lokasi2 yg aman loh.  Nah sebelum berkunjung bisa ngecek dulu, jadi gak bikin was was lagi ya liburannya.  #wisatajagaprokes  https://t.co/2ewr6z6czh
Positif;Iya mba membantu banget nih aplikasi PeduliLindungi  #wisatajagaprokes
Positif;Salah satu keyakinan saya sektor pariwisata bisa bangkit kembali dengan menerapkan #wisatajagaprokes  karena sekarang orang sudah terbiasa menggunakan aplikasi PeduliLindungi kalau mau ke mana-mana
Positif;@MeliEngku Saya dengar kalau Pantai Kuta juga mulai ramai pengunjung dan wajib menggunakan aplikasi PeduliLindungi untuk bisa masuk area pantai. #wisatajagaprokes
Positif;Sudah donlot aplikasi Pedulilindungi? Kalau belum segera donlot ya karena  bisa melihat dimana zona yang aman dan yang membutuhkan kehati-hatian. Apalagi sekarang pariwisata bangkit lagi.  #wisatajagaprokes
Positif;@PLindungi halo selamat siang kak, teman sy ada bermasalah dgn aplikasi peduli lindungi knapa setiap dia check in warnanya kuning ya pdhal biasanya warna hijau. Tp sudah seminggu ini warnanya kuning. Padahal tmn sy udh 2x vaksin dan sertifikatnya ada d ap
Positif;Kalau kita menggunakan aplikasi peduli lindungi, maka kita bisa melihat dimana zona aman dan zona yang btuh perhatian extra. Kalau perlu saat zona tidak hijau kita bisa memilih area lain #wisatajagaprokes
Positif;Jadi inget2 kalau wisata ke Bali tetap harus patuh prokes.  Pakai masker, rajin cuci tangan, dan tetap jaga jarak.   Oh jangan lupa manfaatkan juga aplikasi PeduliLindungi #wisatajagaprokes  https://t.co/buStl5pykP
Positif;Selain prokes yg ketat dan menerapkan CHSE, serta jaminan lokasi yang aman, di setiap lokasi wisata di Bali juga disediakan mesin cek aplikasi PeduliLindungi. #wisatajagaprokes
Positif;Untuk masuk kantor pun harus menunjukan aplikasi pedulilindungi karena gedung jadi satu dg pusat mall terbesar di Jakarta   #wisatajagaprokes pariwisata bangkit lagi
Positif;Selainprotokol kesehatan yang suepr ketat dan standarisasi CHSE ini, pengunaan aplikasi peduli lindungi juga diwajibkan untuk wisatawan. APlikasi ppeduli lindungi diletakkan di lokasi wisata langsung #wisatajagaprokes
Positif;Pastinya selain protokol kesehatan dan standarisasi CHSE, penggunaan aplikasi PeduliLindungi di lokasi wisata juga diwajibkan. Pokoknya, Pariwisata Bali kembali dibuka, protokol kesehatan tetap harus diutamakan ya! #wisatajagaprokes
Positif;Kalau aku sudah lama download karena kan sudah masuk kerja. Dan syarat utk naik tranportasi publik adalah  menunjukan hasil scan qr lewat aplikasi pedulilindungi  #wisatajagaprokes pariwisata bangkit lagi
Positif;Nah Pengguna aplikasi Pedulilindungi,  bisa melihat dimana zona yang aman dan yang membutuhkan kehati-hatian.   #wisatajagaprokes pariwisata bangkit lagi  https://t.co/1cPAqyyRZs
Positif;Ketika pariwisata bangkit lagi dgn #wisatajagaprokes yg dipatuhi, beberapa tempat perbelanjaan jg sudah mulai mewajibkan pengunjungnya utk scan QR utk bisa mengakses masuk ke tempat belanja. Semoga semakin bnyk tempat yg seperti ini shg bisa dipantau mll aplikasi peduli lindungi.  https://t.co/gQ0epxpdJI
Positif;Kalo kita scan pake aplikasi PeduliLindungi bisa ngeliat keamanan zona #wisatajagaprokes
Positif;Selain penerapan prokes dan standarisasi CHSE, aplikasi PeduliLindungi wajib digunakan di lokasi wisata #wisatajagaprokes
Positif;@keenisue @splendidhell @moviemenfes cuma login pake pedulilindungi aja uda bisa ko
Positif;Selain dengan memanfaatkan aplikasi PeduliLindungi, masyarakat tetap harus taat pada protocol kesehatan yang sudah dijalani selama 2 tahun terakhir #wisatajagaprokes
Positif;Fitur pada aplikasi PeduliLindungi ini pastinya akan sangat membantu bagi mereka yang sedang melakukan perjalanan baik itu wisata atau perjalanan lain ke daerah lain #wisatajagaprokes
Positif;Dengan menggunakan aplikasi PeduliLindungi, wisatawan dapat mengetahui di mana zona yang aman dan zona yang memerlukan kehati-hatian #wisatajagaprokes
Positif;Beberapa tempat seperti Mall, tempat makan, sudah mulai buka dengan syarat masuk seperti scan Barcode di PeduliLindungi dan harus mematuhi prokes. Kalau belum terbiasa sih pasti bakal ribet, tp gapapa agar pariwisata bangkit lagi. #wisatajagaprokes
Positif;Namun kini bisa dikatakan hampir seluruh wilayah Bali sudah aman dikunjungi mengingat sebaran vaksinasi yang meluas, respon masyarakat yang baik dan penerapan aplikasi PeduliLindungi di lokasi wisata alam dan standarisasi CHSE #wisatajagaprokes
Positif;di aplikasi Pedulilindungi juga ada fitur diary perjalanan, paspor digital, teledokter dan ada data catatan vaksin serta tes covid kita yang bisa diakses #wisatajagaprokes
Positif;Aplikasi Pedulilindungi ini membantu banget loh. Pengguna aplikasi Pedulilindungi,?˜ bisa melihat dimana zona yang aman dan yang membutuhkan kehati-hatian. #wisatajagaprokes
Positif;Kenapa harus pake aplikasi pedulilindungi? Sebab dengan aplikasi tersebut, pengguna bisa melihat dimana zona yang aman dan yang membutuhkan kehati-hatian. #wisatajagaprokes
Positif;@ayo_dolanbareng Aku udah dong. kemarena sempat ke mall juga kudu pakai aplikasi PeduliLindungi #wisatajagaprokes
Positif;Jadi dengan menggunakan aplikasi Pedulilindungi, wisawatan bisa melihat dimana zona yang aman dan yang membutuhkan kehati-hatian #wisatajagaprokes
Positif;Selain protokol kesehatan dan standarisasi CHSE, penggunaan aplikasi PeduliLindungi di lokasi wisata juga diwajibkan ya! #wisatajagaprokes
Positif;Bukan cuma protokol kesehatan dan standarisasi CHSE, penggunaan aplikasi PeduliLindungi di lokasi wisata juga diwajibkan lho! #wisatajagaprokes
Positif;pariwisata bangkit lagi, ini semua karena kita selalu jaga prokes dan tentunya sudah divaksin. ngomongin vaksin nih, kalian sudah pada download aplikasi peduli lindungi belom? mengingat kemana2 kita harus menggunakan aplikasi ini, masuk tempat wisata juga pakai #wisatajagaprokes
Positif;Dengan aplikasi PeduliLindungi tak perlu was-was lagi, karena pengguna bisa melihat dimana zona yang aman dan yang membutuhkan kehati-hatian. Yuk pariwisata bangkit lagi dengan #wisatajagaprokes
Positif;Merasa aman tapi terlindungi dengan dua hal, aplikasi Peduli lindungi dan tetap menjaga prokes. #wisatajagaprokes
Positif;Pantainya juga ga berubah kan, meskipun kita berfoto pakai masker, tetap berlatar pantainya ketje. #wisatajagaprokes membuat pariwisata sedikit perlahan bisa mulai bangkit lagi, ayuk kita taati. Oiya temen2, jangan lupa download aplikasi peduli lindungi ya.  https://t.co/ZEmvv5tL2L
Positif;Titipan Budak! Nonton bioskop kan harus udah di vaksin Nanti disana tunjukin kartu vaksin aja atau scan peduli lindungi?
Positif;Ini lho, saya selalu siap dengan aplikasi Peduli lindungi. Bepergian kemana pun, harus berbekal ini. #wisatajagaprokes  https://t.co/nccE9XNCUx
Positif;Satu hal yang wajib kita lakukan adalah download aplikasi Peduli lindungi untuk menunjukkan sertifikat vaksin dan kontrol keberadaan kita.  #wisatajagaprokes
Positif;@henrysubiakto @MantipsMamen Prof, QR code peduli lindungi bisa diakses lewat website tanpa perlu  download aplikasi, mungkin benar, cakupan QR code sudah lebih dr 70jt, tapi bukan aplikasinya, prof bisa bedakan cakupan QR code dengan aplikasi kan?
Positif;pengalaman kemarin sih, kemana2 kudu pakai aplikasi peduli lindungi diri . Ini sangat baik mengingat prinsip kehati2an dalam  #wisatajagaprokes akan memberikan rasa aman bagi pariwisata bangkit lagi . So yang mau jali jali sudah pada unduh belum di hape?
Positif;QR Code Pedulilindungi Ÿ??Senjata Lapas Kutacane Cegah Covid Ÿ?? 19Ÿ?  https://t.co/6Sucu6NNll
Positif;Selamat pagi dari kota Jogja yg baru saja berulang tahun, siapa yg sudah kangen Jogja? Omong-omong ttg #wisatajagaprokes dlm rangka pariwisata bangkit lagi, ayuk jangan lupa download Aplikasi Peduli Lindungi jadi ga perlu repot ketika ditanya sertifikat vaksin dan butuh scan QR.  https://t.co/tFwfwCSi9T
Positif;Kebetulan adekku lagi main ke jogja, kemarin ajak dia makan diluar terus terkejut dong masuk resto harus lewat scan barcode PeduliLindungi dulu ???????  Pengen ajak ke pantai, soalnya di jogja juga mulai Pariwisata bangkit lagi #wisatajagaprokes  https://t.co/hYS6ZrnRNK
Positif;@ZAEffendy Hahaha Aplikasi Peduli Lindungi jadi APP ?? Jadi Aplikasi Peduli Pentungi donk profesong
Positif;@TrieNita Halo kak. Dapat kami informasikan untuk rute penerbangan tsb wajib membawa hasil PCR 2x24 jam sebelum keberangkatan, dokumen vaksin minimal dosis pertama/kedua dan mengunduh aplikasi pedulilindungi. Tks. -Diki
Positif;@UyokBack Usul buat @henrysubiakto , gimana kalo aplikasi Peduli Lindungi segera melantai di Bursa Efek menyusul kesuksesan Bukalapak?
Positif;alhamdulillah pedulilindungi buat ios diupdate bisa checkout mannual????
Positif;@karirfess Bisa semua, nunjukin dari hp juga boleh pake pedulilindungi
Positif;@henrysubiakto Aplikasi unicorn yg sdh lbh lama instalnya suka2, pak. Klo #pedulilindungi wajib diinstal. Jadi tentu aja dalam setahun ini melejit orang yang downloadnya..
Positif;Padahal vaksin adalah solusi, ikhtiar agar pandemi segera berakhir.  Dan nggak berenti sampai di sini, ada juga yang bilang kalau aplikasi PeduliLindungi buatan Singapura, maka waspadai pencurian data.  Padaahaal... aplikasi itu asli buatan anak negri loh  https://t.co/sNBbWYaIHf
Positif;@ggoldshine Coba buka di web pedulilindungi(.)Id , waktu ini aku ga dapat sms buat serti vaksin 3, jd nyari di sana ternyata ada yaudah langsung donlot hehe
Positif;Di kantor juga pake peduli lindungi
Positif;@PLindungi Saya udah vaksin ke-2 tanggal 6 Oktober tapi udah seminggu lebih sertifikatnya belum tercetak. Gimana ya?
Positif;45 Hotel dan Restoran Sumbar Bakal Terapkan Aplikasi PeduliLindungi  https://t.co/t7uczdR1SQ
Positif;Pada ngebully ini sambil ngasih ss app peduli lindungi di playstore yang udah didownload 10jt+. Itu kan maksudnya udah lebih dari 10jt, bisa 20,30, atau 40. Ini baru playstore ya belum app store
Positif;@nurratririn Selamat pagi Kak. Hasil negatif dari pemeriksaan RT-PCR dapat ditunjukkan dalam bentuk digital melalui aplikasi PeduliLindungi. Namun guna menghindari hal yang tidak diinginkan, Railmin imbau untuk menyiapkan juga dalam bentuk cetak/printout 
Positif;Pemerintah prioritaskan keamanan data pribadi pada aplikasi pedulilindungi  #PPKMDemiRedakanPandemi  https://t.co/a2RjO44Nho
Positif;"Membuktikan bahwa dgn segala kebijakan pemerintah yg kasarnya ""memaksa"" bisa diambil hikmahnya. Kasus melandai &amp"
Positif;@nurratririn @KAI121 @contactap2 @angkasapura172 @AP_Airports Kemaren aku cuman nunjukin apps pedulilindungi rin.. disitu udah ada hasil pcr soalnya..
Positif;@gabisajongkok @PLindungi komplain tgl 4 oktober, lgsg dibales hari itu juga  https://t.co/hMpHWb76hb
Positif;@ndarindari Selamat pagi. Dapat kami sampaikan apabila mengalami kendala saat check-in di aplikasi PeduliLindungi, silakan dapat melakukannya secara berkala dan pastikan GPS di perangkatnya aktif serta akurat. Terkait hal tersebut mohon diinformasikan scr
Positif;hari ini aku vaksin karena katanya kalo mau ketemu ayato harus pake pedulilindungi
Positif;@gabisajongkok @PLindungi pas awal awal emang ga pernah di bales kak, tapi kemarenan aku coba lagi eh responnya cepet
Positif;@widdykidiiw Halo Kak Widha. Untuk dokumen hasil PCR Test wajib diintegrasikan ke dalam aplikasi PeduliLindungi namun disarankan untuk tetap membawa dokumennya dalam bentuk cetak ya kak. Tks -Imam
Positif;@AngkasaPura_2 minn nanya lagi, hasil PCR wajib dicetak atau bisa hasil digitalnya saja? Hasil PCR saya sdh masuk aplikasi Pedulilindungi
Positif;Pemerintah prioritaskan keamanan data pribadi pada aplikasi PeduliLindungi #PPKMDemiRedakanPandemi  https://t.co/qnpaqHothC
